frase,polaridad
"molesto este quejas, es problemas",0
"molesto este reclamos, es insatisfecho",0
"malo este preguntas, es terrible",0
"terrible este reclamos, es incompleto",0
"gusta este peticiones, es maravilloso",1
"terrible este peticiones, es despreciable",0
" cautiva este preguntas, es increible",1
" cautiva este reclamos, es asombroso",1
" cautiva este quejas, es favor",1
" encanta este peticiones, es agradable",1
"molesto este reclamos, es ignorado",0
"agrada este reclamos, es contento",1
" fascina este quejas, es bueno",1
"molesto este preguntas, es desagrada",0
" complace este reclamos, es maravilloso",1
"malo este quejas, es lamentable",0
" satisface este preguntas, es eficiente",1
"encantaria este peticiones, es gracias",1
"agradaria este peticiones, es agradable",1
" satisface este preguntas, es bueno",1
" encanta este quejas, es rapido",1
"disgusta este peticiones, es decepcion",0
"disgustaria este reclamos, es terrible",0
" sirve este reclamos, es estupendo",1
"horrible este peticiones, es ineficiente",0
"desastroso este peticiones, es dificultades",0
"horrible este quejas, es desagrada",0
" sirve este quejas, es fantastico",1
"malo este reclamos, es dificultades",0
"malo este preguntas, es poco",0
"agradaria este quejas, es genial",1
" fascina este reclamos, es satisfecho",1
"agradaria este reclamos, es gracias",1
"gustaria este reclamos, es maravilloso",1
" fascina este quejas, es estupendo",1
"terrible este preguntas, es descontento",0
"horrible este quejas, es problemas",0
"odio este quejas, es insatisfecho",0
"desastroso este preguntas, es ignorado",0
" encanta este peticiones, es increible",1
"encantaria este reclamos, es gracias",1
"horroroso este preguntas, es descontento",0
" encanta este preguntas, es genial",1
"gusta este preguntas, es maravilla",1
"disgustaria este reclamos, es terrible",0
"horrible este reclamos, es problemas",0
"agradaria este preguntas, es genial",1
"horroroso este reclamos, es ignorado",0
"horrible este reclamos, es fallos",0
" complace este reclamos, es contento",1
"agradaria este quejas, es estupendo",1
"disgusta este quejas, es malo",0
"horroroso este preguntas, es dificultades",0
"disgustaria este reclamos, es fallos",0
"gusta este preguntas, es gracias",1
"molesto este reclamos, es terrible",0
" satisface este quejas, es asombroso",1
"disgustaria este reclamos, es incompleto",0
"agradaria este preguntas, es gracias",1
"disgusta este peticiones, es dificultades",0
"gusta este reclamos, es maravilloso",1
"odio este quejas, es insatisfecho",0
"gusta este reclamos, es maravilla",1
"disgustaria este peticiones, es decepcion",0
"terrible este peticiones, es desagrada",0
"indigna este reclamos, es incompleto",0
" cautiva este preguntas, es favor",1
"fascinaria este quejas, es satisfecho",1
"agrada este peticiones, es agradable",1
"agrada este preguntas, es increible",1
"disgustaria este peticiones, es despreciable",0
"molesto este quejas, es horrible",0
"horrible este preguntas, es grosero",0
" cautiva este preguntas, es favor",1
"odio este peticiones, es incompleto",0
"malo este peticiones, es despreciable",0
"gustaria este reclamos, es maravilla",1
" fascina este reclamos, es satisfecho",1
" cautiva este preguntas, es maravilla",1
" encanta este quejas, es increible",1
"molesto este reclamos, es descontento",0
"disgusta este reclamos, es frustante",0
"odio este quejas, es problemas",0
"gustaria este quejas, es contento",1
"terrible este quejas, es incompleto",0
"gusta este peticiones, es excelente",1
" fascina este preguntas, es favor",1
"terrible este peticiones, es malo",0
"malo este peticiones, es insatisfecho",0
" complace este reclamos, es gracias",1
" sirve este preguntas, es eficiente",1
"molesto este peticiones, es ignorado",0
"gusta este quejas, es asombroso",1
"horrible este quejas, es descontento",0
"agrada este quejas, es genial",1
"indigna este quejas, es ineficiente",0
"horroroso este peticiones, es problemas",0
"horrible este quejas, es insatisfecho",0
"indigna este preguntas, es incompleto",0
"horroroso este quejas, es fallos",0
"agrada este preguntas, es bueno",1
"encantaria este preguntas, es agradable",1
"horroroso este peticiones, es terrible",0
"malo este quejas, es descontento",0
"indigna este quejas, es ignorado",0
"gustaria este peticiones, es contento",1
"odio este quejas, es poco",0
"odio este peticiones, es descontento",0
"agradaria este quejas, es satisfecho",1
"gusta este peticiones, es eficiente",1
"disgusta este peticiones, es poco",0
"terrible este peticiones, es incompleto",0
"odio este preguntas, es despreciable",0
"indigna este quejas, es fallos",0
"gustaria este reclamos, es bueno",1
" cautiva este peticiones, es satisfecho",1
"indigna este peticiones, es incompleto",0
"disgustaria este peticiones, es terrible",0
"molesto este peticiones, es poco",0
"agradaria este quejas, es agradable",1
" complace este preguntas, es asombroso",1
"disgustaria este peticiones, es descontento",0
"malo este quejas, es frustante",0
"horroroso este reclamos, es incompleto",0
" satisface este quejas, es maravilla",1
"indigna este peticiones, es ineficiente",0
"horrible este quejas, es dificultades",0
" fascina este reclamos, es agradable",1
" encanta este reclamos, es agradable",1
"gusta este preguntas, es genial",1
"odio este reclamos, es grosero",0
"desastroso este peticiones, es fallos",0
"odio este peticiones, es frustante",0
"horrible este peticiones, es problemas",0
"molesto este quejas, es poco",0
"agrada este reclamos, es favor",1
" sirve este reclamos, es contento",1
"gusta este quejas, es maravilloso",1
"gustaria este preguntas, es rapido",1
" sirve este reclamos, es agradable",1
"odio este quejas, es problemas",0
"molesto este reclamos, es desagrada",0
"encantaria este peticiones, es estupendo",1
"disgustaria este quejas, es grosero",0
"molesto este quejas, es ignorado",0
" cautiva este quejas, es gracias",1
"disgustaria este reclamos, es dificultades",0
"desastroso este reclamos, es lamentable",0
" complace este quejas, es bueno",1
"indigna este peticiones, es ignorado",0
" satisface este reclamos, es agradable",1
"terrible este quejas, es malo",0
"desastroso este quejas, es despreciable",0
"fascinaria este preguntas, es estupendo",1
"desastroso este quejas, es grosero",0
" encanta este peticiones, es estupendo",1
" encanta este peticiones, es rapido",1
" cautiva este quejas, es maravilla",1
" encanta este reclamos, es estupendo",1
"indigna este quejas, es lamentable",0
" satisface este peticiones, es bueno",1
"malo este reclamos, es ignorado",0
" encanta este preguntas, es maravilla",1
"desastroso este preguntas, es horrible",0
"molesto este quejas, es despreciable",0
"molesto este reclamos, es insatisfecho",0
" encanta este preguntas, es asombroso",1
"desastroso este quejas, es dificultades",0
"odio este reclamos, es ineficiente",0
"agradaria este preguntas, es estupendo",1
"encantaria este preguntas, es genial",1
"disgustaria este quejas, es poco",0
" encanta este quejas, es asombroso",1
"desastroso este quejas, es frustante",0
"desastroso este reclamos, es lamentable",0
"agradaria este reclamos, es increible",1
" complace este quejas, es favor",1
" sirve este peticiones, es agradable",1
"gustaria este preguntas, es maravilloso",1
" cautiva este quejas, es gracias",1
" fascina este peticiones, es excelente",1
"odio este quejas, es decepcion",0
"malo este preguntas, es terrible",0
"fascinaria este peticiones, es bueno",1
" cautiva este quejas, es agradable",1
" complace este quejas, es rapido",1
"odio este preguntas, es problemas",0
"agradaria este peticiones, es rapido",1
"agradaria este quejas, es eficiente",1
"molesto este quejas, es despreciable",0
"horrible este quejas, es lamentable",0
"gusta este reclamos, es bueno",1
" sirve este quejas, es maravilloso",1
"disgustaria este preguntas, es terrible",0
"desastroso este quejas, es despreciable",0
"odio este reclamos, es problemas",0
" satisface este reclamos, es fantastico",1
"agradaria este reclamos, es fantastico",1
" fascina este reclamos, es estupendo",1
" fascina este quejas, es bueno",1
" cautiva este peticiones, es excelente",1
" fascina este peticiones, es contento",1
"gusta este quejas, es agradable",1
"disgustaria este quejas, es descontento",0
"indigna este peticiones, es terrible",0
"molesto este reclamos, es decepcion",0
" satisface este preguntas, es agradable",1
" encanta este quejas, es maravilloso",1
"disgusta este reclamos, es fallos",0
"indigna este peticiones, es malo",0
" complace este reclamos, es fantastico",1
"desastroso este peticiones, es despreciable",0
"disgusta este quejas, es grosero",0
"disgusta este quejas, es decepcion",0
"horroroso este quejas, es dificultades",0
"horroroso este preguntas, es malo",0
"disgusta este preguntas, es ignorado",0
"molesto este quejas, es ignorado",0
"encantaria este preguntas, es fantastico",1
"agradaria este peticiones, es estupendo",1
"gustaria este preguntas, es genial",1
"desastroso este preguntas, es terrible",0
"terrible este preguntas, es dificultades",0
"disgusta este reclamos, es malo",0
" complace este peticiones, es bueno",1
" fascina este quejas, es maravilloso",1
"horrible este quejas, es despreciable",0
"desastroso este reclamos, es ignorado",0
"malo este peticiones, es incompleto",0
"indigna este reclamos, es poco",0
"terrible este quejas, es decepcion",0
"gustaria este peticiones, es excelente",1
"encantaria este quejas, es genial",1
"disgustaria este reclamos, es despreciable",0
"disgustaria este quejas, es despreciable",0
"encantaria este reclamos, es agradable",1
" cautiva este reclamos, es gracias",1
"horrible este quejas, es malo",0
"encantaria este quejas, es gracias",1
" satisface este preguntas, es gracias",1
"terrible este quejas, es decepcion",0
"agrada este reclamos, es satisfecho",1
"indigna este reclamos, es incompleto",0
"encantaria este reclamos, es genial",1
"malo este quejas, es lamentable",0
" complace este quejas, es satisfecho",1
" complace este peticiones, es satisfecho",1
"odio este quejas, es grosero",0
"gustaria este reclamos, es agradable",1
"terrible este peticiones, es descontento",0
"malo este reclamos, es dificultades",0
" encanta este preguntas, es maravilla",1
"molesto este quejas, es lamentable",0
"agrada este quejas, es genial",1
" fascina este preguntas, es genial",1
"gusta este reclamos, es estupendo",1
"horroroso este quejas, es ineficiente",0
"fascinaria este reclamos, es maravilla",1
"gusta este reclamos, es excelente",1
"indigna este quejas, es lamentable",0
" complace este peticiones, es excelente",1
"indigna este preguntas, es fallos",0
"encantaria este quejas, es asombroso",1
"gusta este peticiones, es asombroso",1
"gusta este peticiones, es excelente",1
"agrada este reclamos, es asombroso",1
"fascinaria este preguntas, es eficiente",1
" satisface este peticiones, es genial",1
"horrible este reclamos, es lamentable",0
"horrible este peticiones, es poco",0
"molesto este quejas, es horrible",0
"odio este peticiones, es despreciable",0
"disgustaria este reclamos, es ignorado",0
" encanta este preguntas, es estupendo",1
" complace este quejas, es contento",1
"terrible este quejas, es fallos",0
"fascinaria este preguntas, es maravilloso",1
"desastroso este preguntas, es lamentable",0
"agradaria este reclamos, es increible",1
"disgusta este peticiones, es grosero",0
" complace este quejas, es agradable",1
" sirve este quejas, es fantastico",1
"agrada este quejas, es satisfecho",1
"terrible este preguntas, es grosero",0
" sirve este quejas, es gracias",1
"terrible este reclamos, es malo",0
"horroroso este preguntas, es poco",0
" satisface este peticiones, es maravilloso",1
"malo este reclamos, es decepcion",0
"molesto este reclamos, es ignorado",0
"disgustaria este peticiones, es lamentable",0
" satisface este quejas, es agradable",1
" fascina este preguntas, es gracias",1
"malo este reclamos, es problemas",0
"encantaria este preguntas, es genial",1
"agrada este peticiones, es contento",1
"desastroso este quejas, es lamentable",0
"horroroso este peticiones, es ineficiente",0
"gustaria este quejas, es genial",1
"gusta este preguntas, es favor",1
"molesto este reclamos, es decepcion",0
"terrible este preguntas, es ignorado",0
"malo este reclamos, es fallos",0
"agradaria este peticiones, es eficiente",1
"indigna este quejas, es frustante",0
"fascinaria este quejas, es eficiente",1
"desastroso este peticiones, es dificultades",0
"malo este quejas, es fallos",0
"gusta este quejas, es genial",1
"disgustaria este preguntas, es horrible",0
"agrada este preguntas, es eficiente",1
"malo este reclamos, es descontento",0
"indigna este peticiones, es desagrada",0
